goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0008FieldsPtr_SENT_ON_CHANNEL_VALUE
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	10846960	        27.52 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10764102	        27.67 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10919718	        27.68 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10768278	        27.60 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10737333	        27.28 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	11237037	        27.75 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10913914	        27.44 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10838790	        27.56 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10555438	        27.65 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10965061	        27.39 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10967457	        27.32 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10929598	        27.46 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10977042	        27.45 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	11057571	        27.25 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	11103121	        27.49 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10983429	        27.52 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10872607	        27.38 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10900432	        27.45 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	10951042	        27.36 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	11034826	        27.31 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0008FieldsPtr_SENT_ON_CHANNEL_VALUE	6.575s
