goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0016Ptr_RETURNED_ALLOCATING_R16_POINTER
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	  886614	       345.7 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  770384	       340.9 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  833962	       356.8 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  819110	       345.8 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  761018	       344.4 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  801662	       339.5 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  888865	       330.1 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  815462	       334.2 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  829200	       339.0 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  776128	       341.3 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  766012	       333.5 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  804583	       334.1 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  784989	       332.6 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  803420	       334.1 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  901263	       336.2 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  756234	       334.9 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  826334	       334.1 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  839445	       332.3 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  766929	       330.0 ns/op	     640 B/op	      32 allocs/op
BenchmarkSubject 	  871334	       327.9 ns/op	     640 B/op	      32 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0016Ptr_RETURNED_ALLOCATING_R16_POINTER	6.547s
