goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Plain_LOCAL_POINTER
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	406341698	         0.7415 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	355461742	         0.7790 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	428432089	         0.7070 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	511864201	         0.6370 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	414947659	         0.7081 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	558874888	         0.6452 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	474893217	         0.7403 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	448632109	         0.6489 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	512485495	         0.6202 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	408637600	         0.6711 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	543248610	         0.6389 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	601982738	         0.6171 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	486122443	         0.6631 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	398102378	         0.6849 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	402460827	         0.6879 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	401702440	         0.6785 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	407856739	         0.6912 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	435070479	         0.7711 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	394683216	         0.6952 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	430047504	         0.7075 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Plain_LOCAL_POINTER	7.807s
