goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0016FieldsPtr_STORED_IN_MAP_VALUE
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	66060829	         5.183 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	64341175	         5.119 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	63200044	         5.382 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	48493477	         5.236 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	62109820	         5.352 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	58034442	         5.036 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	62901877	         5.015 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	58689516	         5.235 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	65389179	         5.251 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	60139426	         5.399 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	62175559	         5.117 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	64554916	         5.013 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	57480774	         5.186 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	64321531	         5.187 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	60702804	         5.298 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	62313940	         4.828 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	62163037	         4.877 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	64530699	         4.928 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	64182860	         4.942 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	59288758	         4.909 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0016FieldsPtr_STORED_IN_MAP_VALUE	7.133s
