goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Ptr_RETURNED_ALLOCATING_POINTER
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	14745540	        19.94 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14893207	        20.37 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	13813297	        20.48 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14154606	        20.03 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15118360	        19.81 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	13928192	        20.46 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15007282	        20.09 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14076381	        20.32 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15239154	        20.49 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14895865	        20.68 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15102366	        20.30 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14807980	        20.45 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14078295	        20.24 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14322440	        20.44 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	13570420	        20.55 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14166596	        20.59 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15274618	        20.49 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	13016433	        20.40 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15057412	        20.84 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	13752799	        20.87 ns/op	      40 B/op	       2 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Ptr_RETURNED_ALLOCATING_POINTER	6.338s
