goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0008FieldsPlain_RETURNED_VALUE
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	711137625	         0.3938 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	820252178	         0.4032 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	775797858	         0.3952 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	728606970	         0.4014 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	756850003	         0.3969 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	772498099	         0.3894 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	768204192	         0.3890 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	784790487	         0.3886 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	758470771	         0.4039 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	753513273	         0.3942 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	763003408	         0.3966 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	738014278	         0.3990 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	786354175	         0.3867 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	762848388	         0.4015 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	709368942	         0.3903 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	704683627	         0.4290 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	722636709	         0.3897 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	694470888	         0.3983 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	768700326	         0.3874 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	799068370	         0.3799 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0008FieldsPlain_RETURNED_VALUE	6.795s
