goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0024Ptr_SENT_ON_CHANNEL_POINTER
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	 7252200	        46.62 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 5731164	        48.55 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6886724	        43.26 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6619761	        43.29 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6397065	        45.37 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6492973	        44.54 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6979412	        49.34 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6783111	        47.42 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 5973915	        46.55 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6875251	        45.88 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6176576	        43.77 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6478826	        48.91 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6370222	        43.88 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6677972	        46.26 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6263284	        48.30 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6247688	        46.01 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6693580	        46.76 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6979315	        46.99 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6791749	        45.51 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	 6221612	        44.34 ns/op	      24 B/op	       1 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0024Ptr_SENT_ON_CHANNEL_POINTER	6.985s
