goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0008FieldsPlain_STORED_IN_SLICE_VALUE
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	1000000000	         0.2187 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2169 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2145 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2150 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2142 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2161 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2196 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2171 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2112 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2132 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2105 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2190 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2130 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2152 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2156 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2135 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2103 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2085 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2136 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	1000000000	         0.2146 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0008FieldsPlain_STORED_IN_SLICE_VALUE	4.754s
