goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Plain_CAPTURED_BY_CLOSURE_VALUE
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	25873573	        11.98 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	24329553	        12.26 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	25175202	        11.77 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	24916585	        11.78 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	25305240	        12.19 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	22503808	        11.87 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	25020434	        12.14 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	25482552	        12.25 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	25106402	        12.66 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	22503316	        12.86 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	22154346	        12.80 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	23588530	        12.52 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	22700590	        12.83 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	23482821	        12.57 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	24169179	        12.96 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	25664028	        12.29 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	24448225	        12.78 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	22895780	        12.64 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	24577423	        12.35 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	24130592	        12.60 ns/op	      24 B/op	       1 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Plain_CAPTURED_BY_CLOSURE_VALUE	6.274s
