goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0128Ptr_RETURNED_ALLOCATING_VALUE
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	14582848	        20.69 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14121470	        20.51 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14124464	        20.39 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14486874	        20.32 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14818987	        20.39 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	13927360	        20.54 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	15092926	        20.67 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14588216	        20.27 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14217757	        20.39 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14421870	        20.43 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14625912	        20.34 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14284436	        20.68 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14458138	        20.47 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14616121	        20.43 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	13965984	        20.41 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14626203	        20.48 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14276287	        20.22 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14445456	        20.31 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14909683	        20.28 ns/op	      24 B/op	       1 allocs/op
BenchmarkSubject 	14742240	        20.33 ns/op	      24 B/op	       1 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0128Ptr_RETURNED_ALLOCATING_VALUE	6.354s
