goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0024FieldsPlain_STORED_IN_MAP_VALUE
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	64654893	         4.762 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	64147933	         4.897 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	56716864	         4.839 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	52973574	         4.986 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	64756326	         4.882 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	58890918	         4.776 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	60251307	         4.831 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	59925991	         4.680 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	64682410	         4.839 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	62204179	         4.856 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	62918644	         4.813 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	59832210	         5.130 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	56206246	         4.894 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	56732362	         4.898 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	64301031	         4.755 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	60157575	         4.745 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	66825428	         4.749 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	62193644	         4.764 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	56255086	         4.929 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	57332194	         4.833 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0024FieldsPlain_STORED_IN_MAP_VALUE	6.227s
