goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0016FieldsPlain_RETURNED_ALLOCATING_R4_K2_POINTER
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	 2284136	       130.2 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2404190	       126.2 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2376523	       123.5 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2442614	       123.5 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2450433	       123.7 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2482088	       123.7 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2399510	       123.9 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2461978	       124.4 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2434959	       125.8 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2366456	       126.1 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2373471	       123.9 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2418859	       124.4 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2387941	       124.0 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2434424	       122.9 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2411758	       124.4 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2427405	       123.6 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2454355	       124.6 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2425010	       123.5 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2376058	       125.6 ns/op	     256 B/op	      12 allocs/op
BenchmarkSubject 	 2403058	       127.6 ns/op	     256 B/op	      12 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0016FieldsPlain_RETURNED_ALLOCATING_R4_K2_POINTER	8.558s
