goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size1024Plain_RETURNED_ALLOCATING_K2_VALUE
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	 3616746	        82.82 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3649164	        84.40 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3596803	        82.88 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3679717	        81.34 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3715014	        80.49 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3690630	        80.24 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3682148	        81.48 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3695055	        84.16 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3756922	        83.48 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3704713	        81.66 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3663136	        83.48 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3715713	        81.63 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3701168	        82.72 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3323565	        83.68 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3324054	        87.90 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3527356	        83.71 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3395406	        82.83 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3663594	        82.58 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3616216	        82.90 ns/op	      48 B/op	       2 allocs/op
BenchmarkSubject 	 3668869	        80.33 ns/op	      48 B/op	       2 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size1024Plain_RETURNED_ALLOCATING_K2_VALUE	7.693s
