goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Plain_RETURNED_ALLOCATING_K2_POINTER
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	 9762626	        29.21 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9738061	        28.54 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	10406013	        28.45 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	10262241	        28.34 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	10613679	        29.54 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	10018923	        30.04 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9886855	        29.87 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9777199	        30.18 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	10146568	        30.42 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9607258	        32.06 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9685324	        31.69 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	10093185	        30.89 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9905382	        31.57 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9832194	        31.25 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9820138	        31.69 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9635594	        31.14 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9604299	        30.54 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9374985	        31.82 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9654619	        31.60 ns/op	      64 B/op	       3 allocs/op
BenchmarkSubject 	 9569763	        31.66 ns/op	      64 B/op	       3 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Plain_RETURNED_ALLOCATING_K2_POINTER	6.914s
