goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0016ShamPtr_LOCAL_POINTER
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	495096738	         0.5966 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	487565890	         0.6372 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	462395436	         0.6129 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	507881886	         0.6175 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	498155842	         0.6104 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	544537969	         0.6034 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	467687806	         0.6099 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	466046116	         0.6871 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	450848605	         0.8079 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	469551870	         0.6202 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	447726999	         0.6013 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	464102319	         0.6245 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	483563084	         0.6147 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	499066594	         0.6215 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	480819130	         0.6453 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	416896231	         0.6713 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	522515151	         0.6058 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	503440393	         0.6263 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	536098102	         0.6225 ns/op	       0 B/op	       0 allocs/op
BenchmarkSubject 	547500924	         0.5896 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0016ShamPtr_LOCAL_POINTER	8.191s
