goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0016Plain_RETURNED_ALLOCATING_POINTER
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	14907820	        19.42 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	16015124	        19.50 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15230992	        19.45 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15068635	        19.44 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	16047596	        19.36 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15380802	        19.20 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15438694	        19.60 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14460799	        19.92 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	13865151	        20.04 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14259343	        20.15 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15316772	        20.24 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15163494	        19.96 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15205752	        19.63 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15051975	        19.67 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14794993	        19.43 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	15278227	        19.55 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14478392	        19.70 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14732910	        19.24 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14518212	        19.87 ns/op	      40 B/op	       2 allocs/op
BenchmarkSubject 	14192605	        19.89 ns/op	      40 B/op	       2 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0016Plain_RETURNED_ALLOCATING_POINTER	6.317s
