goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Plain_STORED_IN_STRUCT_POINTER
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	31680210	         9.647 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	32992995	         9.168 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	30544286	         8.907 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	31561309	         9.355 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	34134216	         9.075 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	31891494	         9.044 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	30764134	         9.083 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	29803129	         9.181 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	29741433	         9.137 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	33407341	         8.965 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	32833126	         8.745 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	32069618	         8.832 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	34011684	         8.908 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	32294020	         8.912 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	32275208	         8.799 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	34213606	         8.809 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	33545204	         8.776 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	33285338	         8.809 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	32253746	         8.830 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	34297292	         8.799 ns/op	      16 B/op	       1 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Plain_STORED_IN_STRUCT_POINTER	6.030s
