goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0016Plain_RETURNED_ALLOCATING_R4_VALUE
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	 6858808	        44.28 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 5807210	        44.34 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6790653	        44.84 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6509391	        44.56 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6563722	        44.95 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6754556	        44.74 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6525324	        44.78 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6710918	        44.37 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6887856	        45.33 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6826178	        44.50 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6632728	        43.95 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6717002	        44.27 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6577927	        44.31 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 7051039	        44.60 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6556982	        43.73 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6665322	        44.58 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6683458	        45.20 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6860822	        44.90 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6875500	        44.51 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6529312	        44.39 ns/op	      96 B/op	       4 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0016Plain_RETURNED_ALLOCATING_R4_VALUE	6.881s
