goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Ptr_STORED_IN_MAP_POINTER
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	20570619	        15.18 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19254520	        15.16 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	18168300	        15.03 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19930942	        15.24 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19595263	        15.14 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19403983	        15.31 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19139367	        15.27 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19002544	        15.51 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19566432	        15.60 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19186011	        15.67 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19811139	        15.41 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	17633541	        15.78 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19012945	        15.57 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	20533419	        15.73 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19080120	        15.93 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	19238388	        15.57 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	18086749	        15.57 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	18002815	        16.07 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	18905916	        15.91 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	20032078	        15.41 ns/op	      16 B/op	       1 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Ptr_STORED_IN_MAP_POINTER	6.295s
