goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0016FieldsPlain_RETURNED_ALLOCATING_R4_VALUE
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	 6684664	        45.68 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6425672	        44.60 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6551014	        45.44 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6663860	        44.90 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6695980	        44.88 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6607148	        45.68 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6533031	        45.64 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6578386	        45.16 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6635562	        44.40 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6741153	        44.29 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6812816	        43.80 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6776244	        45.11 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6769353	        44.70 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6547779	        44.28 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6710940	        44.19 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6642234	        44.47 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6859978	        44.26 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6746133	        44.28 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6792684	        43.68 ns/op	      96 B/op	       4 allocs/op
BenchmarkSubject 	 6820862	        44.40 ns/op	      96 B/op	       4 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0016FieldsPlain_RETURNED_ALLOCATING_R4_VALUE	6.907s
