goos: linux
goarch: amd64
pkg: escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Plain_SENT_ON_CHANNEL_POINTER
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkSubject 	 7561483	        40.18 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7505442	        39.33 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7863610	        39.95 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7568791	        42.57 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7034780	        41.74 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7475908	        40.52 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7655730	        39.63 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7684017	        40.84 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7304524	        41.18 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7514167	        41.38 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 6897608	        41.66 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7754781	        40.39 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7465244	        41.34 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7088940	        41.92 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7407716	        41.50 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 6766394	        42.72 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7435458	        41.40 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 7079929	        41.99 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 6370880	        41.07 ns/op	      16 B/op	       1 allocs/op
BenchmarkSubject 	 6885895	        41.15 ns/op	      16 B/op	       1 allocs/op
PASS
ok  	escapebench.local/matrix/M-b44a93baae51/subjects/Size0008Plain_SENT_ON_CHANNEL_POINTER	6.869s
